Student_ID,Attendance,Favourite_Color,Previous_Score,Random_Code,Age,Study_Hours,Gender,Lucky_Number,Absences,Education,Music_Preference,Income,Assignments_Completed,Random_Value,Stress_Level,City,Previous_Failures,Random_Flag,Parent_Support,Pet_Ownership,Financial_Stress,Random_Category,Library_Visits,Commute_Minutes,Birth_Weekday,Random_Number_2,Mock_Test_Score,Internet_Quality,Random_Date_Code,Mentor_Meetings,Sleep_Hours,Device,Random_Score,Academic_Warning,Extracurricular_Hours,Registration_Quarter,Random_Bucket,Assignment_Submission_Rate,Financial_Aid,Outcome
S132987,62.2,Green,70,227866,26,1.1,Female,228861,6,Diploma,HipHop,71681,10,234.1535834952992,2,Kozhikode,4,1,5,Dog,9,A,14,103,1,8370299,76,Excellent,1784730,,8.5,Android,24.51205692018663,No,6.5,2,X3,83.8,NO,Continue
S139971,69.9%,Red,,829561,46,0.8,female,765113,26,Diploma,Jazz,59499,20,284.304238503336,9,Kochi,2,1,,Bird,2,B,18,19,,4503546,38,Poor,881415,10,6.4,Android,98.25881046311812,No,12.6,1,,40.7,Yes,Dropout
S137536,83.0,Black,95,750490,20,1.1,,370529,22,Graduate,Pop,75331,1,223.26742739449088,2,Thrissur,2,,5,None,6,B,,97,,2361601,63,Average,870788,5,4.4,iOS,76.37374120720827,No,2.6,3,X1,61.9,YES,Continue
,82.1,Green,85,961953,45,2.1,male,371492,5,Graduate,None,52935,15,426.1630771999431,4,Kozhikode,3,1,8,None,3,E,19,44,1,254409,62,,490480,12,4.2,iOS,17.911937810363167,Yes,0.3,3,X2,,YES,Continue
S110571,89.9,White,69,270845,32,,male,738803,18,Graduate,Classical,,2,-83.77974935562884,7,Kollam,,0,1,None,4,D,16,5,3,3302418,85,Average,1618961,3,4.8,Windows Laptop,59.04255717797328,No,0.3,1,X4,97.3,No,Dropout
S127048,92.9,Blue,43,696198,39,3.1,M,180260,21,Graduate,HipHop,33.1k,20,205.19586052453832,10,Thiruvananthapuram,2,0,8,Cat,7,C,7,,0,8937750,62,Average,1139873,6,6.2,Windows Laptop,78.50596874661645,No,12.7,2,X4,81.3,Yes,Dropout
S118961,68.3,White,31,727175,,2.4h,M,901987,3,Graduate,None,49372,18,987.7358713175371,3,Thiruvananthapuram,2,0,9,Dog,7,A,17,96,5,1609298,67,Good,425311,5,6.3,,19.442297283469433,No,3.9,,X3,,No,Dropout
S105460,60.3,Yellow,59,335939,31,3.6,F,224650,27,B.Tech,Classical,54726,3,487.25387382977254,,Thiruvananthapuram,4,,5,Cat,2,B,2,95,6,6895894,23,Excellent,1875997,5,,Windows Laptop,3.105435545624935,No,9.5,2,X3,52.5,NO,Dropout
S142969,72.7,Blue,67,321986,32,5.6h,Male,159248,,Graduate,HipHop,32521,9,-83.32231669134615,9,Kochi,,0,6,Dog,6,C,3,72,1,3172867,24,Poor,1354943,1,8.5,Windows Laptop,51.64335679975822,No,,3,X2,50.5,No,Dropout
,84.6,Red,58,793634,49,,male,845651,20,PG,Rock,"₹10,580",14,194.69371872558867,2,Kottayam,5,1,1,Cat,7,C,3,23,0,6258678,43,Good,638010,5,5.2,Windows Laptop,51.77854289885605,No,8.4,3,X4,77.7,No,Dropout
S104001,78.4,Green,42,474989,18,6.8,female,549572,27,UG,None,47019,15,413.3798797138479,9,Kottayam,1,1,7,,3,E,18,112,6,3242778,,Good,1661231,9,8.8,Android,98.99015939412091,Yes,7.0,1,X3,60.2,No,Continue
S130635,76.0,Red,88,932718,40,6.1,Female,690532,6,B.Tech,Classical,23438,19,457.2983201472436,6,Kochi,0,0,5,Dog,6,B,,63,1,3318727,24,Average,,9,7.8,iOS,65.32480565314359,No,,4,X1,54.9,NO,Continue
S127807,86.1,Yellow,74,439872,,6.0,F,896764,21,UG,Jazz,109.3k,16,219.62420703142305,8,Kochi,4,1,2,Dog,9,,16,32,5,3461733,88,Average,367436,7,4.4,iOS,12.38545140854771,Yes,8.6,3,X2,51.8,Yes,Dropout
S135353,93.9,,66,386318,54,7.6 hrs,M,961524,8,UG,Classical,80429,2,493.20301509462763,,Kochi,2,,10,Bird,,B,,39,,1359845,42,Excellent,1068950,4,8.8,Laptop,13.37601771284842,No,14.4,1,X4,64.3,YES,Dropout
S136555,55.9,Blue,81,501582,33,5.5 hrs,M,654489,22,BTech,,"₹91,802",10,399.9495349307067,3,Thrissur,3,0,10,Cat,5,A,8,54,1,3029188,88,Poor,1169021,3,,iOS,35.193648402693555,No,0.3,2,X1,69.6,YES,Dropout
S112713,81.4,Green,42,328441,33,0.8,M,835263,,UG,Pop,91139,15,400.8130555461221,,Kottayam,5,1,1,Dog,10,F,9,81,0,6069882,56,Excellent,1875975,2,6.6,Laptop,,Yes,6.4,2,X3,54.1,Yes,Dropout
,,Blue,43,701216,53,5.7,female,665830,8,B.Tech,Rock,85.3k,12,652.5813581896854,8,Kollam,5,0,5,Bird,3,A,8,21,4,5170049,,Excellent,1050551,4,5.0,Laptop,48.31798692113944,No,3.3,2,X2,92.5,YES,Dropout
S125243,47.1,Black,44,724088,25,6.6,male,,17,PG,Classical,114192,13,541.9192566662074,4,Kochi,2,0,6,Cat,2,C,3,82,4,5164234,44,Average,428054,6,6.0,,44.01046531293239,Yes,9.6,3,X4,70.7,YES,Dropout
S114046,61.2%,Blue,52,386609,46,5.0 hrs,female,960004,11,B.Tech,None,30423,15,538.7198064043414,8,Kottayam,0,0,4,Bird,,C,,68,0,9741961,87,Average,672088,5,6.9,iOS,43.63127308040736,Yes,,4,X1,81.8,YES,Dropout
S100310,63.8,Yellow,70,780063,35,8.2h,Male,437042,,Graduate,HipHop,"₹116,889",9,791.6700236608742,1,,1,1,4,Dog,,,7,,0,6405656,53,Average,1596358,0,5.0,iOS,53.05156112220155,No,7.6,1,X4,97.8,NO,Dropout
S109540,,Blue,95,723091,44,1.3,female,755751,7,B.Tech,Classical,59465,19,158.14183522531937,,,4,,8,None,1,B,12,,0,9927686,47,Good,1290348,6,7.5,iOS,99.70482804288514,No,4.7,1,X1,68.3,YES,Dropout
S116726,58.2,Black,48,548379,30,6.1,Male,523810,25,Graduate,Pop,97763,15,297.3248644110287,2,Kozhikode,1,0,8,Dog,7,E,4,119,0,1344420,72,Excellent,1212230,8,8.1,iOS,79.97137301065509,Yes,1.8,4,,48.2,NO,Dropout
,91.6,Green,88,494920,55,5.2,Male,12479,27,B.Tech,HipHop,56.1k,0,715.919201699683,1,Thiruvananthapuram,2,1,,Cat,9,F,10,96,3,8262701,49,Average,,,4.2,,,Yes,0.7,1,X1,70.4,No,Continue
S119025,97.9,Green,60,837419,47,8.0,,459942,,,None,62196,1,135.7305971321179,5,Kottayam,5,1,5,Dog,1,F,5,104,0,4306587,59,Excellent,358334,10,,Windows Laptop,71.97077061785183,No,13.8,3,X4,60.2,Yes,Dropout
S118404,81.8,Black,96,382537,46,3.3,,839349,3,B.Tech,,101215,19,644.8777037294153,5,Thrissur,5,0,2,Bird,,C,,95,1,7182120,59,Good,1489080,8,8.0,Windows Laptop,74.49702932603168,Yes,5.9,2,X3,84.3,YES,Dropout
S122938,68.9,Red,,902008,48,9.0,Male,314045,29,BTech,Pop,36.9k,14,393.3620906836984,3,Kozhikode,0,1,7,Cat,2,F,20,92,2,8528165,36,Average,69986,8,5.1,iOS,79.1099593489119,No,,3,X1,95.2,NO,Dropout
S107892,53.0,Black,35,776391,41,6.2,female,961333,12,Diploma,Jazz,79.8k,12,382.3984473585285,5,Kollam,2,,5,Dog,5,,6,97,4,3152882,,Good,1005209,8,6.3,iOS,,No,11.2,2,X3,,YES,Continue
S112229,84.2,White,73,287005,28,0.5,female,,9,B.Tech,Pop,,0,650.3651308331614,1,Kochi,3,0,10,Bird,8,F,5,24,0,,50,Poor,1833780,9,4.0,Android,68.41567923326244,No,14.3,3,X5,98.9,No,Continue
S139345,93.3,,55,314195,31,5.5,,485666,14,PG,,95.0k,4,,1,Thiruvananthapuram,3,1,1,Cat,8,A,9,64,6,3002823,91,Excellent,338462,5,6.1,Tablet,14.986994387546348,Yes,4.4,3,,46.4,No,Continue
,71.1,Red,50,227952,19,4.6,M,421925,8,B.Tech,Classical,64236,,478.91457774438453,7,Kochi,3,0,10,Bird,8,E,0,87,5,435035,62,Average,1706481,10,,Tablet,55.92774433061073,Yes,5.3,2,X2,,YES,Dropout
S128799,95.0%,Black,,136046,36,3.2h,Male,380006,0,BTech,Pop,30358,16,546.0569956083649,9,,3,0,6,Dog,5,E,6,16,4,6274489,92,Excellent,1797548,1,4.2,Tablet,,No,1.8,3,X5,44.6,No,Dropout
S145972,90.0,Blue,81,765212,51,8.3,male,661290,,UG,Classical,49036,9,525.0964031403315,10,Thiruvananthapuram,0,1,1,None,4,F,19,13,0,870495,30,Good,339250,8,5.9,Tablet,18.901655273253994,Yes,10.2,1,X3,,No,Dropout
S108176,56.0,White,56,,47,8.5,female,783867,4,Diploma,Pop,10363,,,10,Thrissur,4,0,5,None,4,F,3,75,0,6068001,100,Poor,998441,,8.2,Android,89.78354063543667,Yes,8.3,1,X3,41.0,YES,Dropout
S107549,0.57,Green,57,152403,43,3.1,Female,443552,26,B.Tech,Rock,99934,3,652.8273522111002,5,,3,0,10,None,5,B,17,103,0,5279001,97,Poor,20291,3,4.2,Windows Laptop,24.80327051848221,Yes,6.3,3,X2,96.1,Yes,Dropout
S111340,96.1,Black,82,,53,5.5,male,683094,27,UG,HipHop,73486,9,557.8606431883529,8,Kottayam,5,0,9,Dog,,E,14,,2,4557098,,,124536,4,6.7,,35.826899893848484,Yes,3.4,2,X5,44.8,YES,Dropout
S149929,50.4,Green,81,452237,34,,Male,724404,24,PG,HipHop,"₹87,107",3,231.37815972761337,3,Kollam,0,0,5,Cat,10,A,12,9,5,7811453,79,Excellent,499027,6,8.0,Windows Laptop,5.043069650737097,Yes,0.3,1,X2,72.5,YES,Dropout
S115019,93.9%,Green,64,,53,4.1,M,349682,,B.Tech,Rock,46897,0,479.5439512839037,2,Thrissur,1,1,,Bird,8,,18,41,2,5136521,84,Poor,1182025,0,4.1,Android,1.1900288147424054,No,,2,X2,47.2,NO,Continue
S136608,71.8%,Blue,54,719626,52,8.9h,male,382020,,Graduate,Pop,58075,,592.1644221922219,9,Kottayam,5,1,2,None,7,B,15,11,4,4185767,48,Good,511729,1,5.4,,34.82570719931147,No,2.4,2,X5,,No,Dropout
S139794,89.1,Red,,520734,51,0.6,Male,964396,,,HipHop,108.3k,19,936.5319850182259,7,Kollam,,0,9,Bird,2,D,13,86,0,4180373,89,Average,1638986,7,8.7,,94.42279796706687,Yes,6.8,4,X1,64.4,NO,Continue
S133227,50.8,White,37,818303,28,5.6 hrs,M,217248,16,B.Tech,Classical,102412,2,408.14848676764495,4,Kollam,4,0,2,Dog,9,F,13,38,,191115,100,Good,1261895,7,7.8,Tablet,7.428550890497743,Yes,11.8,1,X5,70.4,,Dropout
S100065,0.53,Red,,113706,55,2.7,Female,548084,0,BTech,Pop,53963,13,789.6963561013113,3,Thiruvananthapuram,,0,9,Dog,5,C,5,45,2,8970714,87,Poor,730713,0,5.3,Tablet,12.591480375833996,Yes,8.7,2,X5,96.7,,Continue
S118004,99.3,,75,579314,39,2.0,M,484506,4,BTech,,18059,11,803.9396416652621,5,Thrissur,1,1,8,None,,E,13,70,6,2530934,71,Excellent,1899163,6,4.8,Windows Laptop,1.1051970337308092,,6.4,1,X2,66.9,YES,Continue
S109564,57.2,White,64,888768,31,8.8h,Female,960766,30,Graduate,None,50939,16,,6,Thrissur,0,0,5,None,1,F,20,43,5,7637018,23,Excellent,1401278,10,6.1,,96.59803751758677,Yes,9.9,4,X3,77.6,NO,Continue
S112489,52.8%,White,45,997674,24,4.9,Female,351473,18,PG,HipHop,"₹97,866",11,807.1993278518144,3,Thrissur,4,1,,Bird,2,B,12,31,5,8167754,43,Average,1801890,8,4.4,Laptop,0.22398251964489413,No,10.8,3,X5,57.0,YES,Dropout
S100533,66.7%,Red,77,253558,57,7.9,F,,2,B.Tech,Pop,46485,2,,1,Kozhikode,4,0,9,Bird,,F,14,,1,892118,48,Average,332103,12,7.5,Windows Laptop,61.91184344089474,No,7.5,4,,88.4,NO,Dropout
S116418,96.0,Green,59,643096,29,3.6,Female,144038,25,Graduate,Jazz,104636,8,844.7909854302138,5,Kollam,4,1,6,None,3,A,12,115,4,6097887,59,Good,102518,2,4.7,Android,25.155074698035985,Yes,10.1,4,X4,92.5,Yes,Dropout
S148600,79.3,Red,98,802058,22,5.8,female,819009,12,PG,Classical,"₹94,622",9,410.8188596406001,7,Kottayam,0,0,10,None,7,E,1,,4,8991361,98,Average,2821,7,6.2,iOS,85.10155176303783,Yes,7.6,1,X4,80.9,NO,Continue
S113583,0.55,Green,,182514,58,1.0,male,801312,,BTech,None,33572,11,,7,Kottayam,0,1,1,Cat,2,F,17,67,6,346463,66,Average,1540818,6,,,86.40592875113357,No,12.6,1,X2,53.2,No,Dropout
S100062,,Green,35,171154,41,2.7,male,815732,22,PG,None,80890,11,216.34974298135495,4,Kottayam,5,1,,Dog,1,D,7,21,0,601647,,Poor,1529568,,5.1,iOS,71.35619425723584,No,7.4,,X2,84.8,,Continue
S104806,95.1,Yellow,96,771208,,1.3,Male,5044,21,BTech,Classical,49888,13,898.4124424673882,8,,4,1,2,Cat,3,C,12,14,3,2484395,53,,1933091,4,5.5,Android,17.869569756934368,No,5.3,2,X1,87.0,YES,Continue
S112622,46.1,Green,84,,51,8.7,M,436178,15,PG,Jazz,31893,12,800.4002827827768,1,Kollam,0,1,2,Cat,2,B,2,55,2,1079386,36,Poor,1605407,9,6.4,Laptop,81.98727510156968,Yes,5.0,3,X1,,No,Continue
S125325,82.9%,Yellow,50,187473,37,8.4,female,431510,,B.Tech,Jazz,45261,13,131.15945435810727,8,Kottayam,5,0,6,Cat,3,A,11,88,3,8930366,51,Excellent,1253626,2,7.6,Tablet,58.334434451333905,,7.6,3,,97.7,YES,Dropout
S114301,82.1,Blue,74,250622,52,6.2,Female,821466,24,Graduate,Jazz,"₹42,616",2,348.95817447486525,7,Kochi,1,1,,Bird,,B,17,64,1,9667435,57,Good,598813,1,4.3,Android,18.591820472952104,No,,1,X3,88.3,No,Dropout
S101420,0.9,Red,43,865585,44,1.0h,male,47233,19,B.Tech,Pop,59.5k,10,71.69522773209911,10,Kollam,0,0,6,Dog,,A,20,113,3,2839360,85,Good,1352122,12,6.4,Android,28.43792231279858,Yes,11.5,1,X2,52.3,Yes,Dropout
S103747,81.9,Green,63,327800,26,1.3,F,600246,13,B.Tech,None,29844,13,196.38413382931913,1,Thiruvananthapuram,1,1,6,Dog,5,C,4,84,1,2914475,73,Poor,1974484,0,4.4,iOS,56.28146964139359,Yes,10.9,1,X5,87.8,Yes,Dropout
S128712,63.0,Yellow,94,,30,3.6,Female,992840,,UG,None,113169,14,419.2745066167403,9,Kozhikode,2,0,1,None,10,F,19,6,4,794848,56,Poor,1016212,2,4.4,Windows Laptop,98.76951809737545,Yes,10.2,4,X2,93.2,No,Continue
,,Black,33,462986,36,4.9,Female,453577,10,PG,Classical,16574,14,1146.6931702796305,,Kochi,0,0,1,Bird,10,D,1,44,2,3925906,,Good,1785964,1,4.7,Windows Laptop,76.22995335572705,Yes,7.4,3,X3,81.2,No,Continue
S104061,72.6,Green,97,688844,50,3.4,Male,,10,Graduate,HipHop,11250,18,473.3417604613896,10,Kochi,1,1,1,None,1,C,8,74,2,6290288,22,Average,1534007,4,7.3,Windows Laptop,40.45040227529577,Yes,11.4,2,X4,74.6,No,Continue
S126857,0.97,Black,43,479385,57,8.2,female,22580,23,Diploma,Rock,10904,2,473.64980695437237,6,Kozhikode,3,1,9,Bird,7,E,11,39,3,1875187,,Good,532431,9,4.9,,49.33081692311979,,5.0,1,X4,53.5,Yes,Dropout
S139097,79.9,Green,37,123377,28,1.9,F,295968,25,UG,Rock,82.1k,7,150.63603338308707,3,Kozhikode,4,1,6,None,10,F,8,93,3,,22,Excellent,848489,8,5.2,Laptop,99.586615687293,No,8.2,3,,79.0,No,Dropout
S127576,150%,Green,,659351,38,,Male,697697,26,UG,Rock,116973,15,545.2902766523903,5,Thiruvananthapuram,1,0,9,None,2,B,12,77,,4931792,66,Average,1022479,11,6.8,Android,24.308020966111567,No,14.8,3,X4,,No,Dropout
S111903,0.46,Black,96,123781,18,5.4,M,323400,24,B.Tech,HipHop,37005,,757.5958836837781,3,Kochi,3,1,9,None,6,C,11,78,1,475464,63,,1120240,7,5.2,Windows Laptop,52.36813499123989,Yes,5.2,1,X4,96.8,No,Continue
S104279,88.9,White,50,264974,20,3.6,F,670857,,BTech,Pop,23179,15,505.7125286656198,3,Kollam,0,1,7,None,6,E,10,77,,,47,Excellent,1921292,2,6.0,Windows Laptop,6.205362427457906,No,13.4,2,X4,82.9,NO,Continue
S137434,74.7,Blue,34,603521,40,0.6,F,72459,28,B.Tech,Jazz,71446,,206.6960847968627,9,Kottayam,2,1,10,Dog,3,,4,52,6,9085626,71,Average,,0,7.3,Windows Laptop,16.810836375231876,No,6.5,4,,60.5,NO,Dropout
S124873,,Black,73,355241,55,4.6,male,624644,4,B.Tech,Rock,78058,0,731.5380745979786,8,Kottayam,3,,6,Dog,9,E,13,31,4,7592620,26,Good,1677123,10,6.2,Tablet,93.14407547259019,Yes,6.3,1,X4,46.5,NO,Dropout
S102699,98.7,Yellow,85,433440,53,1.4,M,564877,25,Graduate,Pop,36.1k,17,490.6435688355898,10,Kollam,2,1,8,Bird,7,A,4,60,3,2432190,67,Poor,1355974,9,5.9,iOS,38.69528503048573,Yes,2.4,3,X2,70.2,YES,Continue
S101058,0.64,White,36,120165,20,0.6,M,947377,29,Graduate,Rock,41682,8,,5,Kochi,0,1,1,None,8,A,16,58,6,1767651,33,Excellent,1764673,8,8.0,Laptop,97.80694997836687,No,6.9,2,X4,67.2,YES,Dropout
S107016,94.9,Red,96,289682,34,1.0,M,,14,UG,Classical,100780,18,76.37885272153,7,Thrissur,0,0,9,None,3,E,,51,0,9933335,99,Good,1367725,11,8.9,,50.63140410868344,,11.1,2,X4,78.7,YES,Continue
S140525,94.7%,Green,76,866709,59,5.6,male,291174,,Graduate,None,81068,6,260.3468850799782,6,Thiruvananthapuram,4,1,6,,,B,0,98,2,1680897,,Good,860453,7,8.3,Tablet,58.18357501842949,No,10.2,4,X2,69.1,No,Dropout
S122906,54.2,Blue,84,,44,8.9,female,80078,16,BTech,,,14,,8,Kochi,5,1,2,Bird,9,A,16,58,0,5433337,81,Good,1832802,3,7.8,,68.28187122699266,No,6.5,,X3,58.5,NO,Dropout
S127085,53.1%,,84,441241,31,7.7 hrs,female,531481,18,B.Tech,Classical,,8,677.6711862220182,10,Kottayam,4,0,9,None,4,,15,33,1,,94,Excellent,,,7.9,Android,58.523938574330735,Yes,4.4,2,X3,93.3,,Continue
S142822,56.1,,53,379432,22,7.5 hrs,male,644008,9,Graduate,Jazz,13610,12,479.2697738791341,9,Thiruvananthapuram,3,0,6,None,4,D,10,51,5,4087548,46,Excellent,876590,1,6.8,Tablet,,Yes,,1,X2,75.8,NO,Dropout
S123810,53.2%,Red,42,782884,20,1.1 hrs,F,979830,0,PG,Rock,62.7k,11,637.7579782658272,8,Kochi,,1,5,Bird,4,B,7,81,6,5480413,25,Good,976751,1,8.6,Laptop,3.044774591379318,,11.9,3,X4,93.0,Yes,Dropout
S139486,97.0%,Yellow,92,103494,40,5.1,F,659243,4,PG,Rock,88173,0,614.4252681217162,5,Kottayam,3,1,8,,3,C,13,100,4,9316816,31,Good,897305,12,7.4,Windows Laptop,53.03356259739861,No,7.8,1,X1,83.0,Yes,Dropout
S115927,63.2,Yellow,95,540773,31,5.4,F,149228,7,Diploma,None,25.0k,2,-9.567971813851614,4,Kottayam,,0,1,Dog,3,E,,42,0,6080974,68,Good,272376,1,4.6,Android,48.67662998720416,No,11.2,3,X5,89.2,Yes,Continue
S107799,45.9,Red,96,226260,58,7.4,M,303395,14,Diploma,Classical,108251,10,406.9689677797661,3,,,0,1,,1,,20,37,1,1724400,69,Good,1139628,,7.7,Tablet,0.9758931854665476,No,3.1,2,X1,57.9,No,Continue
S125478,93.9,Black,36,250178,48,6.1,female,165563,5,PG,Rock,88416,7,366.9052431898938,10,Thiruvananthapuram,1,0,7,,6,C,15,8,,3685114,65,Average,1086313,11,8.1,iOS,20.597692970797432,No,9.3,3,X5,53.3,YES,Dropout
S135401,,Blue,38,240933,45,1.9,Female,592970,26,UG,Classical,100519,2,790.905595537643,10,Thiruvananthapuram,4,1,3,Cat,8,B,1,9,0,8537259,,Excellent,,,8.6,Windows Laptop,72.54793354506207,Yes,2.2,1,X3,90.1,Yes,Dropout
S127174,61.7,White,71,186611,29,,Male,604919,18,Graduate,HipHop,"₹66,770",12,548.6701080027068,3,Kottayam,5,1,10,None,8,B,13,88,0,925146,86,Excellent,551626,,4.7,Tablet,68.35083280534124,No,5.0,1,X2,71.1,No,Dropout
S127482,63.4,Black,40,780180,18,6.4,F,872576,27,BTech,Jazz,39614,18,768.8034899550152,5,,3,1,4,Cat,5,A,9,48,1,3911365,24,Poor,1222319,7,4.4,Tablet,58.66209533629024,Yes,12.8,4,X5,68.7,No,Continue
S123225,93.5,Black,92,320782,19,6.9,F,659107,,,HipHop,90222,12,665.0511892409243,9,Thrissur,4,,5,,4,B,3,30,2,1232371,94,Average,1159279,10,,Tablet,16.996962957834516,Yes,7.6,1,X2,70.8,NO,Continue
S122549,76.9%,Green,34,289647,47,4.7,female,752964,19,PG,Pop,114012,10,316.75137450283864,8,Thrissur,5,1,6,Bird,5,C,1,52,3,279245,64,Good,41492,9,6.7,,76.17179190136987,Yes,,3,X5,87.3,Yes,Dropout
S106190,90.6,White,49,730263,,8.4,F,811223,4,UG,Rock,116349,19,434.97729091089866,7,Kozhikode,4,0,2,None,3,,8,56,3,6117275,40,Good,1293139,9,8.9,Laptop,98.1012959333196,Yes,14.6,1,X3,55.9,No,Dropout
S147412,50.3,White,55,971404,22,6.6,Female,35961,4,UG,HipHop,106407,3,290.30921878078834,9,Kochi,4,0,3,Cat,5,A,,62,0,1899457,89,,1906432,10,6.9,iOS,,Yes,9.6,3,X1,47.4,No,Dropout
S104185,95.6,Red,49,613472,19,3.3,M,150055,15,Diploma,Jazz,23872,7,598.9614998233591,,,,0,8,,4,D,10,78,3,9867469,83,Excellent,1245896,8,7.9,Laptop,37.093042422506215,Yes,2.0,3,X3,72.9,Yes,Continue
S121892,79.2,Yellow,82,876399,51,1.1,female,788633,2,Diploma,None,84390,5,564.8211221186463,4,Thrissur,4,1,8,Dog,7,A,9,,1,6073430,55,Average,1048370,6,4.7,,87.17416322221048,Yes,6.7,2,X4,,Yes,Continue
S114157,46.9,Green,32,785854,38,1.3 hrs,F,322434,11,PG,Classical,92431,19,687.5293240153682,5,Kollam,5,0,6,Bird,10,A,14,87,0,1444955,34,Poor,,2,5.7,Laptop,5.480561028585851,Yes,0.4,2,X3,43.8,YES,Dropout
S136911,99.8%,Red,,508146,28,3.6h,male,744607,21,,Rock,70967,17,405.37847735024525,10,Kochi,0,,5,None,1,D,9,72,4,4957920,,Good,,11,5.8,Tablet,,No,6.4,4,,98.9,NO,Continue
S137985,66.7,Green,58,477492,37,,male,509218,15,BTech,Jazz,97244,1,43.48683704859087,2,Thrissur,5,0,1,Cat,1,,5,75,5,8196685,86,Good,682535,5,7.1,Windows Laptop,0.32984573543836104,No,7.3,1,X1,44.5,NO,Continue
S141556,61.9,White,60,492260,19,2.6,male,842314,25,Diploma,Rock,20554,8,446.01760795943767,1,Kottayam,4,1,6,Dog,5,B,19,30,2,9091155,46,Poor,1626706,6,5.8,Laptop,85.79744558158453,No,11.6,3,X1,64.4,YES,Continue
S105175,51.7,Yellow,80,542902,29,4.5,,511042,0,UG,Jazz,110434,20,284.21655173812576,,Kollam,5,1,8,Bird,3,E,10,29,0,1397420,71,Poor,1138412,3,5.1,Tablet,99.02073648844912,,4.3,1,X4,42.2,No,Continue
S126955,80.1,Green,58,660712,29,0.6,Female,249606,23,PG,HipHop,77128,4,961.4055051475141,10,Kozhikode,0,0,9,Dog,8,,1,29,2,3990543,70,Average,1370867,10,,Tablet,50.24511774218773,Yes,1.8,2,X4,51.7,NO,Continue
S121364,83.5,Black,36,689052,49,6.5,,717885,20,B.Tech,HipHop,67415,12,609.9564760799843,3,Kottayam,4,0,3,Dog,10,B,1,46,6,9295456,40,Excellent,1369646,11,5.5,,9.093950354423308,Yes,1.1,4,X3,42.5,NO,Continue
,68.5,,58,537883,48,6.2,female,773614,,Graduate,HipHop,110103,11,-74.9410409032447,2,Kozhikode,1,0,9,Dog,9,,17,114,6,2387304,32,Good,1271316,9,6.2,iOS,74.69730367385282,Yes,8.1,4,X4,85.7,Yes,Continue
S108474,64.0%,Black,78,692324,56,4.3,female,896511,13,BTech,HipHop,,16,508.7568977499031,2,Kozhikode,2,0,9,Dog,1,,18,78,4,5142179,41,Poor,301717,8,5.4,Windows Laptop,27.08723059308418,Yes,6.7,1,X1,,Yes,Dropout
,,,65,946644,38,6.4,female,107852,19,,HipHop,83704,19,575.6342828387237,6,Kottayam,1,1,4,Bird,2,B,10,97,6,596135,63,Good,1579165,6,4.2,Tablet,90.65784778547862,No,3.4,2,X4,62.4,No,Dropout
S127452,100.0,Black,56,,41,5.4,male,168389,,,Jazz,91939,13,392.92790266016453,3,Kollam,5,0,2,Bird,1,D,19,109,2,5773535,36,Excellent,506611,,8.2,Windows Laptop,30.4541142789727,No,1.9,1,X5,60.3,NO,Dropout
S136557,0.74,Green,100,185366,21,8.0,Male,,5,PG,Jazz,"₹61,456",1,661.4000771342008,1,Kottayam,3,0,6,,6,B,8,25,0,8980355,50,Excellent,280799,4,7.5,,72.31891100068452,Yes,5.6,4,X1,79.2,Yes,Continue
S143134,76.2,Black,52,840737,47,4.7,,113122,15,,Rock,83265,17,531.3708596102659,6,Kozhikode,5,0,6,,2,F,8,54,2,6314322,71,Average,955162,,5.5,iOS,95.72426988139087,No,9.2,4,X3,71.6,Yes,Dropout
,70.7%,White,89,,39,,female,86433,5,Diploma,Classical,,3,657.8255979677718,8,Kochi,4,1,1,Bird,4,B,19,49,4,9443431,33,Average,166437,10,5.2,Windows Laptop,48.25243786833031,No,4.6,3,,82.9,NO,Continue
S145072,66.8,Green,74,430479,48,1.4 hrs,Female,664743,,Diploma,Pop,39.5k,2,224.67706983290304,3,Kochi,2,0,9,Dog,10,D,13,81,2,9337972,59,Poor,1770688,4,7.4,Windows Laptop,92.07121132056412,No,11.4,1,X2,52.0,Yes,Dropout
S100768,70.9,White,,874874,52,0.6,male,810869,26,BTech,Classical,67305,15,365.83252149307725,2,Kozhikode,0,0,7,Bird,2,A,14,45,5,,67,Poor,1924341,4,7.4,Android,94.48935320434624,Yes,7.7,2,X5,73.3,NO,Continue
S104114,,Blue,86,342791,33,3.1,F,311205,15,BTech,,,4,77.74451194539813,1,Thiruvananthapuram,1,0,,Cat,,F,0,49,1,,98,Average,530584,10,7.2,iOS,83.08221931222064,No,,4,X1,99.5,NO,Continue
S142772,66.3,Yellow,78,409030,30,2.1,M,755090,29,PG,Rock,99513,7,721.779656227931,4,Thiruvananthapuram,2,0,6,Bird,3,F,20,94,5,6937261,64,Excellent,818741,12,7.1,iOS,65.01290193027333,No,6.0,2,X3,69.7,NO,Dropout
S144229,63.1,Black,77,242935,46,,male,267894,30,Diploma,Rock,42778,17,771.9778093910736,9,Kollam,,1,5,Bird,3,C,18,94,5,112301,61,,,5,5.8,Tablet,45.769875176810096,Yes,13.2,3,X5,55.0,No,Dropout
